,Date,Envi,Fuji,Gala,type,region
37,16/4/2017,1857,80672,34538,conventional,France
38,9/4/2017,2188,69916,29243,conventional,France
39,2/4/2017,1804,68299,25528,conventional,France
40,26/3/2017,1890,71916,25543,conventional,France
41,19/3/2017,1750,70211,23437,conventional,France
42,12/3/2017,1645,64058,21287,conventional,France
43,5/3/2017,1498,59098,17801,conventional,France
44,26/2/2017,1387,140947,48370,conventional,France
45,19/2/2017,1224,80219,17743,conventional,France
46,12/2/2017,1277,107963,8309,conventional,France
47,5/2/2017,1574,298898,8303,conventional,France
48,29/1/2017,1392,100681,5482,conventional,France
49,22/1/2017,1153,227004,12963,conventional,France
50,15/1/2017,935,107349,2864,conventional,France
51,8/1/2017,1226,102135,3083,conventional,France
52,1/1/2017,1218,224774,7583,conventional,France
0,31/12/2017,1092011,1740609,364049,conventional,Greece
1,24/12/2017,507534,1076521,274898,conventional,Greece
2,17/12/2017,605188,1037403,314592,conventional,Greece
3,10/12/2017,609987,926925,158479,conventional,Greece
4,3/12/2017,603156,1732528,317891,conventional,Greece
5,26/11/2017,483896,837408,128863,conventional,Greece
6,19/11/2017,581511,991256,155562,conventional,Greece
7,12/11/2017,699961,1049661,151409,conventional,Greece
8,5/11/2017,696600,1043530,144063,conventional,Greece
9,29/10/2017,570309,901890,159959,conventional,Greece
10,22/10/2017,444287,806546,170360,conventional,Greece
11,15/10/2017,446923,801195,160273,conventional,Greece
12,8/10/2017,419515,658132,166808,conventional,Greece
13,1/10/2017,444534,780138,169347,conventional,Greece
14,24/9/2017,458465,895148,165463,conventional,Greece
15,17/9/2017,421370,851996,199189,conventional,Greece
16,10/9/2017,441484,913391,215802,conventional,Greece
17,3/9/2017,445856,975125,235105,conventional,Greece
18,27/8/2017,629034,996527,225401,conventional,Greece
19,20/8/2017,666458,1089386,263856,conventional,Greece
20,13/8/2017,504445,1051827,264838,conventional,Greece
21,6/8/2017,574438,1199618,327392,conventional,Greece
22,30/7/2017,628374,1159890,265495,conventional,Greece
23,23/7/2017,557160,1180490,267512,conventional,Greece
24,16/7/2017,613738,1337473,342668,conventional,Greece
25,9/7/2017,695313,1385858,373472,conventional,Greece
26,2/7/2017,740503,1423925,356792,conventional,Greece
27,25/6/2017,718886,1270260,253075,conventional,Greece
28,18/6/2017,707123,1685605,403401,conventional,Greece
29,11/6/2017,596035,1338516,248948,conventional,Greece
30,4/6/2017,559145,1336833,287896,conventional,Greece
31,28/5/2017,580441,1365403,269625,conventional,Greece
32,21/5/2017,605625,1302177,268428,conventional,Greece
33,14/5/2017,649626,1290415,302083,conventional,Greece
34,7/5/2017,923002,1932631,469333,conventional,Greece
35,30/4/2017,633332,1431881,277356,conventional,Greece
36,23/4/2017,536785,1228763,224336,conventional,Greece
37,16/4/2017,561510,1337527,255440,conventional,Greece
38,9/4/2017,583906,1255688,235146,conventional,Greece
39,2/4/2017,504640,1212296,224247,conventional,Greece
40,26/3/2017,474957,1228379,223459,conventional,Greece
41,19/3/2017,463864,1224341,212871,conventional,Greece
42,12/3/2017,460240,1259336,211090,conventional,Greece
43,5/3/2017,563498,1313704,195550,conventional,Greece
44,26/2/2017,565283,1692495,368973,conventional,Greece
45,19/2/2017,458083,1330000,224791,conventional,Greece
46,12/2/2017,765348,1694611,249249,conventional,Greece
47,5/2/2017,1338530,3117639,322305,conventional,Greece
48,29/1/2017,593815,1631555,181119,conventional,Greece
49,22/1/2017,680491,2241043,234650,conventional,Greece
50,15/1/2017,667329,1705656,182714,conventional,Greece
51,8/1/2017,725717,1755106,195160,conventional,Greece
52,1/1/2017,636278,2157250,189357,conventional,Greece
0,31/12/2017,35963,106173,57,conventional,Turkey
1,24/12/2017,37343,115065,82,conventional,Turkey
2,17/12/2017,35591,101937,72,conventional,Turkey
3,10/12/2017,43089,163729,85,conventional,Turkey
4,3/12/2017,39382,127730,91,conventional,Turkey
5,26/11/2017,30488,89564,97,conventional,Turkey
6,19/11/2017,30820,97308,125,conventional,Turkey
7,12/11/2017,31166,99684,74,conventional,Turkey
8,5/11/2017,31048,99317,76,conventional,Turkey
9,29/10/2017,30541,117170,37,conventional,Turkey
10,22/10/2017,30374,111837,29,conventional,Turkey
11,15/10/2017,32691,112917,74,conventional,Turkey
12,8/10/2017,34257,79474,139,conventional,Turkey
13,1/10/2017,37491,115716,193,conventional,Turkey
14,24/9/2017,36336,122033,71,conventional,Turkey
15,17/9/2017,32974,107531,55,conventional,Turkey
16,10/9/2017,32676,97800,62,conventional,Turkey
17,3/9/2017,39154,117859,50,conventional,Turkey
18,27/8/2017,40614,112225,30,conventional,Turkey
19,20/8/2017,40413,104200,63,conventional,Turkey
20,13/8/2017,42116,127783,58,conventional,Turkey
21,6/8/2017,42013,129112,58,conventional,Turkey
22,30/7/2017,41369,115565,56,conventional,Turkey
23,23/7/2017,44426,116786,100,conventional,Turkey
24,16/7/2017,42951,120360,132,conventional,Turkey
25,9/7/2017,41066,129466,177,conventional,Turkey
26,2/7/2017,40998,111399,155,conventional,Turkey
27,25/6/2017,40133,121033,93,conventional,Turkey
28,18/6/2017,45186,131058,86,conventional,Turkey
29,11/6/2017,50903,115824,94,conventional,Turkey
30,4/6/2017,50485,118452,139,conventional,Turkey
31,28/5/2017,53528,137083,170,conventional,Turkey
32,21/5/2017,52736,119602,179,conventional,Turkey
33,14/5/2017,52237,95013,152,conventional,Turkey
34,7/5/2017,53636,140317,208,conventional,Turkey
35,30/4/2017,54369,135977,124,conventional,Turkey
36,23/4/2017,53509,103642,53,conventional,Turkey
37,16/4/2017,50601,123727,83,conventional,Turkey
38,9/4/2017,47838,121350,125,conventional,Turkey
39,2/4/2017,53424,110825,74,conventional,Turkey
40,26/3/2017,52944,131659,340,conventional,Turkey
41,19/3/2017,59161,118545,245,conventional,Turkey
42,12/3/2017,51307,126552,108,conventional,Turkey
43,5/3/2017,53962,151537,746,conventional,Turkey
44,26/2/2017,52855,139067,101,conventional,Turkey
45,19/2/2017,56042,104681,184,conventional,Turkey
46,12/2/2017,105171,106548,368,conventional,Turkey
47,5/2/2017,117876,153442,4525,conventional,Turkey
48,29/1/2017,64322,129736,1856,conventional,Turkey
49,22/1/2017,49775,135846,3689,conventional,Turkey
50,15/1/2017,47537,126095,792,conventional,Turkey
51,8/1/2017,51591,153751,99,conventional,Turkey
52,1/1/2017,41801,136110,421,conventional,Turkey
0,31/12/2017,4805,183946,179,conventional,Japan
1,24/12/2017,5611,161963,198,conventional,Japan
2,17/12/2017,6272,160130,112,conventional,Japan
3,10/12/2017,18098,359320,162,conventional,Japan
4,3/12/2017,5716,166828,171,conventional,Japan
5,26/11/2017,5695,153323,88,conventional,Japan
6,19/11/2017,4591,169972,131,conventional,Japan
7,12/11/2017,6490,162389,206,conventional,Japan
8,5/11/2017,5209,161648,106,conventional,Japan
9,29/10/2017,5939,188044,174,conventional,Japan
10,22/10/2017,7441,179802,152,conventional,Japan
11,15/10/2017,7043,177669,73,conventional,Japan
12,8/10/2017,7540,159212,174,conventional,Japan
13,1/10/2017,6771,189987,77,conventional,Japan
14,24/9/2017,4810,181192,82,conventional,Japan
15,17/9/2017,7489,162729,73,conventional,Japan
16,10/9/2017,5195,182050,130,conventional,Japan
17,3/9/2017,4477,165218,79,conventional,Japan
18,27/8/2017,4246,160116,67,conventional,Japan
19,20/8/2017,3660,155327,79,conventional,Japan
20,13/8/2017,4240,193119,165,conventional,Japan
21,6/8/2017,5057,200008,223,conventional,Japan
22,30/7/2017,5478,190640,131,conventional,Japan
23,23/7/2017,8142,201586,63,conventional,Japan
24,16/7/2017,10004,205772,130,conventional,Japan
25,9/7/2017,10848,198967,142,conventional,Japan
26,2/7/2017,9173,191483,549,conventional,Japan
27,25/6/2017,8658,220849,135,conventional,Japan
28,18/6/2017,5735,195638,125,conventional,Japan
29,11/6/2017,11602,218428,135,conventional,Japan
30,4/6/2017,10922,216913,149,conventional,Japan
31,28/5/2017,10672,225753,211,conventional,Japan
32,21/5/2017,10370,208423,169,conventional,Japan
33,14/5/2017,4502,193014,269,conventional,Japan
34,7/5/2017,6755,251850,311,conventional,Japan
35,30/4/2017,7021,234305,228,conventional,Japan
36,23/4/2017,8181,201384,203,conventional,Japan
37,16/4/2017,6809,189287,128,conventional,Japan
38,9/4/2017,7410,199909,162,conventional,Japan
39,2/4/2017,10131,204311,345,conventional,Japan
40,26/3/2017,7861,203664,1525,conventional,Japan
41,19/3/2017,5615,195073,692,conventional,Japan
42,12/3/2017,4902,186373,163,conventional,Japan
43,5/3/2017,8437,316786,265,conventional,Japan
44,26/2/2017,11083,193422,351,conventional,Japan
45,19/2/2017,30001,167971,598,conventional,Japan
46,12/2/2017,85641,249991,2290,conventional,Japan
47,5/2/2017,52461,356399,23028,conventional,Japan
48,29/1/2017,4741,220160,3935,conventional,Japan
49,22/1/2017,4349,247185,13326,conventional,Japan
50,15/1/2017,4665,223678,7893,conventional,Japan
51,8/1/2017,5105,315473,306,conventional,Japan
52,1/1/2017,2772,188108,2696,conventional,Japan
0,31/12/2017,564063,209001,4194,conventional,Netherland
1,24/12/2017,486643,150511,3021,conventional,Netherland
2,17/12/2017,429277,184347,2606,conventional,Netherland
3,10/12/2017,459265,294180,6828,conventional,Netherland
4,3/12/2017,540763,289729,7694,conventional,Netherland
5,26/11/2017,501157,134619,2692,conventional,Netherland
6,19/11/2017,620361,134476,2776,conventional,Netherland
7,12/11/2017,514065,251034,6534,conventional,Netherland
8,5/11/2017,526091,264224,4359,conventional,Netherland
9,29/10/2017,481865,189259,2106,conventional,Netherland
10,22/10/2017,492168,128029,1835,conventional,Netherland
11,15/10/2017,476687,149935,1866,conventional,Netherland
12,8/10/2017,491562,146966,1449,conventional,Netherland
13,1/10/2017,472252,141695,2170,conventional,Netherland
14,24/9/2017,470511,145808,1812,conventional,Netherland
15,17/9/2017,460807,171012,2265,conventional,Netherland
16,10/9/2017,606027,165585,2452,conventional,Netherland
17,3/9/2017,426424,171139,1861,conventional,Netherland
18,27/8/2017,510227,195358,1868,conventional,Netherland
19,20/8/2017,458024,216584,1576,conventional,Netherland
20,13/8/2017,406049,395755,6723,conventional,Netherland
21,6/8/2017,552896,251754,3739,conventional,Netherland
22,30/7/2017,536259,203628,2676,conventional,Netherland
23,23/7/2017,510128,214166,3007,conventional,Netherland
24,16/7/2017,475986,251488,4546,conventional,Netherland
25,9/7/2017,565234,223074,3020,conventional,Netherland
26,2/7/2017,559731,240189,4721,conventional,Netherland
27,25/6/2017,569850,285477,2929,conventional,Netherland
28,18/6/2017,583953,412002,7010,conventional,Netherland
29,11/6/2017,627611,201534,5452,conventional,Netherland
30,4/6/2017,603107,192106,4926,conventional,Netherland
31,28/5/2017,627786,268181,5550,conventional,Netherland
32,21/5/2017,579271,219957,3706,conventional,Netherland
33,14/5/2017,625728,231431,3249,conventional,Netherland
34,7/5/2017,732115,350524,3365,conventional,Netherland
35,30/4/2017,576270,451255,10441,conventional,Netherland
36,23/4/2017,665436,352920,5646,conventional,Netherland
37,16/4/2017,820487,207708,3383,conventional,Netherland
38,9/4/2017,684060,272460,7691,conventional,Netherland
39,2/4/2017,879080,183772,3907,conventional,Netherland
40,26/3/2017,663134,182629,5897,conventional,Netherland
41,19/3/2017,653307,183350,21365,conventional,Netherland
42,12/3/2017,619358,151499,29782,conventional,Netherland
43,5/3/2017,697103,161909,40612,conventional,Netherland
44,26/2/2017,1067092,116819,42394,conventional,Netherland
45,19/2/2017,565042,142848,63758,conventional,Netherland
46,12/2/2017,781130,148460,71472,conventional,Netherland
47,5/2/2017,1026765,406006,140963,conventional,Netherland
48,29/1/2017,789020,215934,58981,conventional,Netherland
49,22/1/2017,798586,170358,4720,conventional,Netherland
50,15/1/2017,1134750,184546,2712,conventional,Netherland
51,8/1/2017,933182,198435,2691,conventional,Netherland
52,1/1/2017,985040,290584,6314,conventional,Netherland
0,31/12/2017,57664,111439,6018,conventional,Indonesia
1,24/12/2017,63831,66599,6233,conventional,Indonesia
2,17/12/2017,62937,102137,3955,conventional,Indonesia
3,10/12/2017,65072,94141,4760,conventional,Indonesia
4,3/12/2017,66925,127968,4488,conventional,Indonesia
5,26/11/2017,52245,75503,4316,conventional,Indonesia
6,19/11/2017,60519,77336,5388,conventional,Indonesia
7,12/11/2017,57132,110255,5043,conventional,Indonesia
8,5/11/2017,57828,121042,5037,conventional,Indonesia
9,29/10/2017,56225,94603,3515,conventional,Indonesia
10,22/10/2017,61741,74165,682,conventional,Indonesia
11,15/10/2017,57479,76991,61,conventional,Indonesia
12,8/10/2017,62574,60756,76,conventional,Indonesia
13,1/10/2017,58262,67848,63,conventional,Indonesia
14,24/9/2017,59560,62384,66,conventional,Indonesia
15,17/9/2017,64271,63852,109,conventional,Indonesia
16,10/9/2017,116268,26602,5997,conventional,Indonesia
17,3/9/2017,95446,29557,6209,conventional,Indonesia
18,27/8/2017,107288,26219,6548,conventional,Indonesia
19,20/8/2017,109202,44716,7342,conventional,Indonesia
20,13/8/2017,100523,68158,6825,conventional,Indonesia
21,6/8/2017,114985,53059,7126,conventional,Indonesia
22,30/7/2017,113472,46395,7351,conventional,Indonesia
23,23/7/2017,114294,62879,6656,conventional,Indonesia
24,16/7/2017,131681,54115,6343,conventional,Indonesia
25,9/7/2017,138190,54695,7592,conventional,Indonesia
26,2/7/2017,129619,48965,8472,conventional,Indonesia
27,25/6/2017,130867,49035,6653,conventional,Indonesia
28,18/6/2017,133508,55578,6723,conventional,Indonesia
29,11/6/2017,158132,51454,6563,conventional,Indonesia
30,4/6/2017,137455,53765,8227,conventional,Indonesia
31,28/5/2017,130568,50154,10115,conventional,Indonesia
32,21/5/2017,117367,63084,8123,conventional,Indonesia
33,14/5/2017,125448,75420,7460,conventional,Indonesia
34,7/5/2017,160728,76426,7877,conventional,Indonesia
35,30/4/2017,113105,65026,6704,conventional,Indonesia
36,23/4/2017,118344,81561,9127,conventional,Indonesia
37,16/4/2017,119501,58233,9912,conventional,Indonesia
38,9/4/2017,115812,40245,8785,conventional,Indonesia
39,2/4/2017,118798,41150,11318,conventional,Indonesia
40,26/3/2017,117623,43375,9405,conventional,Indonesia
41,19/3/2017,111396,43301,9357,conventional,Indonesia
42,12/3/2017,114791,38281,8807,conventional,Indonesia
43,5/3/2017,119712,49738,8077,conventional,Indonesia
44,26/2/2017,97278,57129,7365,conventional,Indonesia
45,19/2/2017,135002,40838,6859,conventional,Indonesia
46,12/2/2017,128160,59930,8137,conventional,Indonesia
47,5/2/2017,286395,121441,8149,conventional,Indonesia
48,29/1/2017,120542,45791,7716,conventional,Indonesia
49,22/1/2017,133276,64436,6955,conventional,Indonesia
50,15/1/2017,118905,80218,7692,conventional,Indonesia
51,8/1/2017,112947,77764,7984,conventional,Indonesia
52,1/1/2017,95268,75111,7737,conventional,Indonesia
0,31/12/2017,1368620,755743,75510,conventional,Vietnam
1,24/12/2017,1076721,350755,78272,conventional,Vietnam
2,17/12/2017,1046466,1167417,76600,conventional,Vietnam
3,10/12/2017,1024593,396712,62001,conventional,Vietnam
4,3/12/2017,1177940,396804,68958,conventional,Vietnam
5,26/11/2017,987928,327525,82683,conventional,Vietnam
6,19/11/2017,1042472,309130,73389,conventional,Vietnam
7,12/11/2017,1225567,413517,72562,conventional,Vietnam
8,5/11/2017,1079147,743293,69039,conventional,Vietnam
9,29/10/2017,1085429,843048,81785,conventional,Vietnam
10,22/10/2017,924451,360936,84635,conventional,Vietnam
11,15/10/2017,741759,385403,94135,conventional,Vietnam
12,8/10/2017,753730,343708,91288,conventional,Vietnam
13,1/10/2017,725653,335816,78098,conventional,Vietnam
14,24/9/2017,768659,337638,79407,conventional,Vietnam
15,17/9/2017,837463,357662,84556,conventional,Vietnam
16,10/9/2017,898754,359807,94971,conventional,Vietnam
17,3/9/2017,1050439,441327,112401,conventional,Vietnam
18,27/8/2017,1096036,344686,105558,conventional,Vietnam
19,20/8/2017,1207541,324883,99791,conventional,Vietnam
20,13/8/2017,1412649,452872,120592,conventional,Vietnam
21,6/8/2017,1359070,414553,109001,conventional,Vietnam
22,30/7/2017,1263812,399836,100596,conventional,Vietnam
23,23/7/2017,1266619,407573,99404,conventional,Vietnam
24,16/7/2017,1327686,409058,105463,conventional,Vietnam
25,9/7/2017,1520215,437585,87693,conventional,Vietnam
26,2/7/2017,1521073,497357,104452,conventional,Vietnam
27,25/6/2017,1609002,414533,90801,conventional,Vietnam
28,18/6/2017,1581223,480083,93205,conventional,Vietnam
29,11/6/2017,1280363,415143,96489,conventional,Vietnam
30,4/6/2017,1330141,418291,89031,conventional,Vietnam
31,28/5/2017,1296067,466480,102414,conventional,Vietnam
32,21/5/2017,1169689,428611,91671,conventional,Vietnam
33,14/5/2017,1376169,430527,88216,conventional,Vietnam
34,7/5/2017,1745366,583071,97894,conventional,Vietnam
35,30/4/2017,1329982,518019,105296,conventional,Vietnam
36,23/4/2017,1118406,429078,108744,conventional,Vietnam
37,16/4/2017,1044500,455872,109371,conventional,Vietnam
38,9/4/2017,957440,408516,106826,conventional,Vietnam
39,2/4/2017,975079,428361,95594,conventional,Vietnam
40,26/3/2017,861802,418362,83245,conventional,Vietnam
41,19/3/2017,965782,422615,89297,conventional,Vietnam
42,12/3/2017,974291,439066,94533,conventional,Vietnam
43,5/3/2017,897311,518370,83307,conventional,Vietnam
44,26/2/2017,980146,477454,70873,conventional,Vietnam
45,19/2/2017,1029675,493496,68554,conventional,Vietnam
46,12/2/2017,1181121,592688,61332,conventional,Vietnam
47,5/2/2017,1741607,937332,89679,conventional,Vietnam
48,29/1/2017,1439454,741370,67608,conventional,Vietnam
49,22/1/2017,1715034,663032,61799,conventional,Vietnam
50,15/1/2017,1075573,703853,61162,conventional,Vietnam
51,8/1/2017,969758,692909,72814,conventional,Vietnam
52,1/1/2017,1223299,829897,56809,conventional,Vietnam
0,31/12/2017,36680,816262,445,conventional,Portugal
1,24/12/2017,36685,791089,1218,conventional,Portugal
2,17/12/2017,35511,661370,602,conventional,Portugal
3,10/12/2017,48483,1906061,1562,conventional,Portugal
4,3/12/2017,42352,652690,580,conventional,Portugal
5,26/11/2017,39943,696301,697,conventional,Portugal
6,19/11/2017,47063,654065,710,conventional,Portugal
7,12/11/2017,51661,667319,710,conventional,Portugal
8,5/11/2017,61830,632293,601,conventional,Portugal
9,29/10/2017,74424,788262,779,conventional,Portugal
10,22/10/2017,71423,788732,492,conventional,Portugal
11,15/10/2017,75695,747794,633,conventional,Portugal
12,8/10/2017,75445,669975,872,conventional,Portugal
13,1/10/2017,83288,707903,547,conventional,Portugal
14,24/9/2017,77197,716125,599,conventional,Portugal
15,17/9/2017,71451,693111,408,conventional,Portugal
16,10/9/2017,76108,681320,641,conventional,Portugal
17,3/9/2017,72173,630744,518,conventional,Portugal
18,27/8/2017,73401,639877,703,conventional,Portugal
19,20/8/2017,72101,582404,620,conventional,Portugal
20,13/8/2017,64028,686338,1223,conventional,Portugal
21,6/8/2017,59767,821262,2432,conventional,Portugal
22,30/7/2017,63099,856414,3850,conventional,Portugal
23,23/7/2017,63537,830715,3112,conventional,Portugal
24,16/7/2017,71450,859372,3388,conventional,Portugal
25,9/7/2017,82965,800414,3563,conventional,Portugal
26,2/7/2017,56685,733184,3145,conventional,Portugal
27,25/6/2017,53675,1060721,3691,conventional,Portugal
28,18/6/2017,55733,765118,3601,conventional,Portugal
29,11/6/2017,54294,753430,3001,conventional,Portugal
30,4/6/2017,51741,834880,3268,conventional,Portugal
31,28/5/2017,52862,824445,4083,conventional,Portugal
32,21/5/2017,54128,817106,3335,conventional,Portugal
33,14/5/2017,51359,797685,4112,conventional,Portugal
34,7/5/2017,56815,920314,3634,conventional,Portugal
35,30/4/2017,48043,808259,2747,conventional,Portugal
36,23/4/2017,45533,838408,2853,conventional,Portugal
37,16/4/2017,38975,775310,4900,conventional,Portugal
38,9/4/2017,37746,775730,2840,conventional,Portugal
39,2/4/2017,36139,791416,4114,conventional,Portugal
40,26/3/2017,28450,717036,20182,conventional,Portugal
41,19/3/2017,16705,737596,17545,conventional,Portugal
42,12/3/2017,16829,755172,12532,conventional,Portugal
43,5/3/2017,31240,1065009,34775,conventional,Portugal
44,26/2/2017,37239,855650,7080,conventional,Portugal
45,19/2/2017,107882,609206,6704,conventional,Portugal
46,12/2/2017,294591,1177334,13287,conventional,Portugal
47,5/2/2017,172266,1744342,279630,conventional,Portugal
48,29/1/2017,17845,816424,94446,conventional,Portugal
49,22/1/2017,15652,1169601,206538,conventional,Portugal
50,15/1/2017,14302,995748,58355,conventional,Portugal
51,8/1/2017,18585,1207607,6403,conventional,Portugal
52,1/1/2017,10499,668183,22805,conventional,Portugal
0,25/3/2018,16362,109045,65,conventional,Spain
1,18/3/2018,13235,61038,55,conventional,Spain
2,11/3/2018,15823,110951,70,conventional,Spain
3,4/3/2018,12002,105070,96,conventional,Spain
4,25/2/2018,10369,59723,48,conventional,Spain
5,18/2/2018,5500,61662,75,conventional,Spain
6,11/2/2018,8183,95548,61,conventional,Spain
7,4/2/2018,7626,195725,144,conventional,Spain
8,28/1/2018,3101,74627,56,conventional,Spain
9,21/1/2018,3133,116521,89,conventional,Spain
10,14/1/2018,2897,76571,44,conventional,Spain
11,7/1/2018,2941,76193,43,conventional,Spain
0,25/3/2018,281209,33188,1831,conventional,China
1,18/3/2018,323508,36770,1828,conventional,China
2,11/3/2018,320199,36357,1629,conventional,China
3,4/3/2018,272245,37136,1764,conventional,China
4,25/2/2018,257878,35084,1579,conventional,China
5,18/2/2018,229256,30083,1326,conventional,China
6,11/2/2018,349355,39349,1608,conventional,China
7,4/2/2018,474888,55158,1755,conventional,China
8,28/1/2018,267126,37574,1662,conventional,China
9,21/1/2018,288132,56732,1613,conventional,China
10,14/1/2018,298976,60229,1605,conventional,China
11,7/1/2018,364463,47869,1460,conventional,China
0,25/3/2018,108251,591935,4205,conventional,USA
1,18/3/2018,114754,505245,5035,conventional,USA
2,11/3/2018,104341,484253,4934,conventional,USA
3,4/3/2018,102688,619501,5269,conventional,USA
4,25/2/2018,104218,479773,4766,conventional,USA
5,18/2/2018,92817,487724,4694,conventional,USA
6,11/2/2018,112223,545366,4701,conventional,USA
7,4/2/2018,139312,708496,5612,conventional,USA
8,28/1/2018,115284,805041,4257,conventional,USA
9,21/1/2018,129352,659069,4321,conventional,USA
10,14/1/2018,91786,485963,4235,conventional,USA
11,7/1/2018,89883,466603,4167,conventional,USA
0,25/3/2018,40362,2027,9200,conventional,UK
1,18/3/2018,49145,6655,7738,conventional,UK
2,11/3/2018,28399,2280,12281,conventional,UK
3,4/3/2018,44454,1836,10102,conventional,UK
4,25/2/2018,42116,7519,11798,conventional,UK
5,18/2/2018,39773,2363,8576,conventional,UK
6,11/2/2018,48309,2816,10559,conventional,UK
7,4/2/2018,39582,8511,22490,conventional,UK
8,28/1/2018,66654,1972,6962,conventional,UK
9,21/1/2018,49711,2157,6343,conventional,UK
10,14/1/2018,49335,7415,8299,conventional,UK
11,7/1/2018,45937,2658,7511,conventional,UK
0,25/3/2018,26020,479186,1883,conventional,Italy
1,18/3/2018,24832,443904,1854,conventional,Italy
2,11/3/2018,23641,479641,1840,conventional,Italy
3,4/3/2018,20384,645989,1885,conventional,Italy
4,25/2/2018,19622,376507,1796,conventional,Italy
5,18/2/2018,16055,378699,2423,conventional,Italy
6,11/2/2018,23221,703749,6621,conventional,Italy
7,4/2/2018,21309,566751,3294,conventional,Italy
8,28/1/2018,14385,680080,2657,conventional,Italy
9,21/1/2018,15178,865837,6493,conventional,Italy
10,14/1/2018,10669,393026,2534,conventional,Italy
11,7/1/2018,12013,557315,4961,conventional,Italy
0,25/3/2018,18267,82911,81,conventional,Russia
1,18/3/2018,16300,70321,64,conventional,Russia
2,11/3/2018,18058,83259,57,conventional,Russia
3,4/3/2018,13533,75345,67,conventional,Russia
4,25/2/2018,12863,69046,65,conventional,Russia
5,18/2/2018,10952,66056,74,conventional,Russia
6,11/2/2018,12750,74595,84,conventional,Russia
7,4/2/2018,13478,99364,84,conventional,Russia
8,28/1/2018,8100,76070,96,conventional,Russia
9,21/1/2018,8270,75966,62,conventional,Russia
10,14/1/2018,8239,80917,40,conventional,Russia
11,7/1/2018,8645,92303,57,conventional,Russia
0,25/3/2018,1932162,2715164,92955,conventional,NewZealand
1,18/3/2018,2161038,2305253,94088,conventional,NewZealand
2,11/3/2018,2277437,1750119,108244,conventional,NewZealand
3,4/3/2018,2380724,1676630,116797,conventional,NewZealand
4,25/2/2018,2666133,1947660,110662,conventional,NewZealand
5,18/2/2018,2086479,2413235,114573,conventional,NewZealand
6,11/2/2018,2787034,1781592,119593,conventional,NewZealand
7,4/2/2018,4473812,4097592,146358,conventional,NewZealand
8,28/1/2018,2254632,2185496,121091,conventional,NewZealand
9,21/1/2018,2378177,2590302,122951,conventional,NewZealand
10,14/1/2018,2098763,2356360,151045,conventional,NewZealand
11,7/1/2018,2350839,1704810,135053,conventional,NewZealand
0,25/3/2018,68089,87220,5567,conventional,Chile
1,18/3/2018,73274,93955,5330,conventional,Chile
2,11/3/2018,72848,98059,6212,conventional,Chile
3,4/3/2018,67460,80515,6006,conventional,Chile
4,25/2/2018,63442,91259,5679,conventional,Chile
5,18/2/2018,53547,75445,5424,conventional,Chile
6,11/2/2018,69728,67905,5262,conventional,Chile
7,4/2/2018,86709,99117,6477,conventional,Chile
8,28/1/2018,68667,79640,4803,conventional,Chile
9,21/1/2018,74247,80371,4658,conventional,Chile
10,14/1/2018,60751,97095,5512,conventional,Chile
11,7/1/2018,69157,80321,4915,conventional,Chile
0,25/3/2018,142681,463136,174976,conventional,Germany
1,18/3/2018,85185,435552,174150,conventional,Germany
2,11/3/2018,95042,454041,142564,conventional,Germany
3,4/3/2018,109595,465040,104755,conventional,Germany
4,25/2/2018,74466,452449,131641,conventional,Germany
5,18/2/2018,67207,403150,131733,conventional,Germany
6,11/2/2018,131361,488374,154224,conventional,Germany
7,4/2/2018,257096,1235325,158735,conventional,Germany
8,28/1/2018,108234,515117,124271,conventional,Germany
9,21/1/2018,110760,473797,154586,conventional,Germany
10,14/1/2018,82376,440322,134142,conventional,Germany
11,7/1/2018,132853,475773,139315,conventional,Germany
0,25/3/2018,70493,27183,9617,conventional,Canada
1,18/3/2018,68445,16626,10115,conventional,Canada
2,11/3/2018,65139,22714,10175,conventional,Canada
3,4/3/2018,69313,20912,9652,conventional,Canada
4,25/2/2018,59107,31605,9097,conventional,Canada
5,18/2/2018,71474,15783,7111,conventional,Canada
6,11/2/2018,98066,31217,11211,conventional,Canada
7,4/2/2018,102019,67966,13825,conventional,Canada
8,28/1/2018,78132,27858,11787,conventional,Canada
9,21/1/2018,92143,54831,12824,conventional,Canada
10,14/1/2018,59620,30543,19975,conventional,Canada
11,7/1/2018,98046,37714,18889,conventional,Canada
0,25/3/2018,77671,21732,3273,conventional,Mexico
1,18/3/2018,62776,15964,2294,conventional,Mexico
2,11/3/2018,60499,22813,2943,conventional,Mexico
3,4/3/2018,61463,17792,2209,conventional,Mexico
4,25/2/2018,55430,28467,3406,conventional,Mexico
5,18/2/2018,47570,13758,2239,conventional,Mexico
6,11/2/2018,79240,26356,2999,conventional,Mexico
7,4/2/2018,108555,61749,5330,conventional,Mexico
8,28/1/2018,60556,23671,3175,conventional,Mexico
9,21/1/2018,75487,52396,4298,conventional,Mexico
10,14/1/2018,77237,24462,3267,conventional,Mexico
11,7/1/2018,112639,32262,4168,conventional,Mexico
0,25/3/2018,788734,219586,6423,conventional,Africa
1,18/3/2018,656843,247600,4979,conventional,Africa
2,11/3/2018,688566,213463,5709,conventional,Africa
3,4/3/2018,673535,263895,6342,conventional,Africa
4,25/2/2018,807934,231112,6306,conventional,Africa
5,18/2/2018,780856,250380,5034,conventional,Africa
6,11/2/2018,768416,212946,5327,conventional,Africa
